14, 0
8, 0.730000
17, 0
11, 0.760000
20, 0
14, 0.710000
17, 0.740000
23, 0
20, 0.730000
24, 0
23, 0.780000
29, 0
24, 0.750000
34, 0
29, 0.740000
39, 0
34, 0.780000
44, 0
39, 0.820000
49, 0
44, 0.780000
50, 0
49, 0.780000
60, 0
50, 0.760000
70, 0
60, 0.740000
80, 0
70, 0.810000
90, 0
80, 0.830000
90, 0.790000
100, 0
100, 0.740000
110, 0
110, 0.790000
120, 0.760000
130, 0.810000
140, 0.790000
150, 0.800000
160, 0.790000
170, 0.760000
180, 0.780000
190, 0.790000
200, 0.800000
240, 0.770000
280, 0.780000
300, 0.770000
310, 0.820000
320, 0.790000
330, 0.790000
340, 0.760000
350, 0.740000
360, 0.730000
370, 0.730000
380, 0.790000
390, 0.820000
400, 0.770000
410, 0.770000
420, 0.760000
430, 0.760000
440, 0.760000
450, 0.830000
460, 0.760000
470, 0.800000
480, 0.770000
490, 0.770000
500, 0.730000
550, 0.740000
600, 0.810000
650, 0.790000
700, 0.740000
750, 0.760000
800, 0.750000
850, 0.770000
900, 0.730000
950, 0.770000
1000, 0.730000
1050, 0.750000
1100, 0.720000
1150, 0.730000
1200, 0.780000
1250, 0.730000
1300, 0.770000
1350, 0.760000
1400, 0.740000
1450, 0.740000
1500, 0.810000
1550, 0.740000
1600, 0.740000
1650, 0.720000
1700, 0.730000
1750, 0.720000
1800, 0.760000
1850, 0.720000
1900, 0.750000
1950, 0.790000
2000, 0.780000
2050, 0.750000
2100, 0.750000
2150, 0.750000
2200, 0.760000
2250, 0.740000
2300, 0.730000
2350, 0.720000
2400, 0.780000
2450, 0.700000
2500, 0.710000
2550, 0.740000
2600, 0.740000
2650, 0.780000
2700, 0.790000
2750, 0.740000
2800, 0.710000
2850, 0.780000
2900, 0.750000
2950, 0.660000
3000, 0.780000
3050, 0.780000
3100, 0.750000
3150, 0.650000
3200, 0.730000
3250, 0.750000
3300, 0.780000
3350, 0.690000
3400, 0.690000
3450, 0.710000
3500, 0.720000
3550, 0.760000
3600, 0.780000
3650, 0.800000
3700, 0.670000
3750, 0.730000
3800, 0.750000
3850, 0.740000
3900, 0.700000
3950, 0.720000
4000, 0.770000
4050, 0.740000
4100, 0.760000
4150, 0.690000
4200, 0.660000
4250, 0.760000
4300, 0.780000
4350, 0.750000
4400, 0.750000
4450, 0.670000
4500, 0.680000
4550, 0.720000
4600, 0.750000
4650, 0.660000
4700, 0.670000
300, 0.790000
310, 0.810000
320, 0.770000
330, 0.820000
340, 0.800000
350, 0.700000
360, 0.740000
370, 0.780000
380, 0.770000
390, 0.780000
400, 0.800000
410, 0.760000
420, 0.800000
430, 0.780000
440, 0.830000
450, 0.800000
460, 0.790000
470, 0.800000
480, 0.770000
490, 0.780000
500, 0.770000
550, 0.800000
600, 0.750000
650, 0.710000
700, 0.780000
750, 0.750000
800, 0.710000
850, 0.770000
900, 0.740000
950, 0.740000
1000, 0.750000
1050, 0.800000
1100, 0.760000
1150, 0.760000
1200, 0.760000
1250, 0.760000
1300, 0.760000
1350, 0.770000
1400, 0.750000
1450, 0.780000
1500, 0.740000
1550, 0.740000
1600, 0.740000
1650, 0.710000
1700, 0.720000
1750, 0.740000
1800, 0.750000
1850, 0.720000
1900, 0.720000
1950, 0.730000
2000, 0.800000
2050, 0.720000
2100, 0.760000
2150, 0.790000
2200, 0.770000
2250, 0.740000
2300, 0.720000
2350, 0.700000
2400, 0.730000
2450, 0.780000
2500, 0.800000
2550, 0.740000
2600, 0.750000
2650, 0.710000
2700, 0.710000
2750, 0.730000
2800, 0.750000
2850, 0.740000
2900, 0.750000
2950, 0.780000
3000, 0.750000
3050, 0.770000
3100, 0.690000
3150, 0.740000
3200, 0.740000
3250, 0.770000
3300, 0.750000
3350, 0.770000
3400, 0.810000
3450, 0.740000
3500, 0.710000
3550, 0.680000
3600, 0.710000
3650, 0.740000
3700, 0.720000
3750, 0.750000
3800, 0.810000
3850, 0.780000
3900, 0.700000
3950, 0.720000
4000, 0.760000
4050, 0.700000
4100, 0.690000
4150, 0.690000
4200, 0.750000
4250, 0.740000
4300, 0.710000
4350, 0.670000
4400, 0.730000
4450, 0.740000
4500, 0.660000
4550, 0.730000
4600, 0.680000
4650, 0.830000
4700, 0.680000
300, 0.770000
