14, 0
8, 0.750000
17, 0
11, 0.740000
20, 0
14, 0.740000
23, 0
17, 0.770000
20, 0.760000
24, 0
23, 0.740000
29, 0
24, 0.750000
34, 0
29, 0.820000
39, 0
34, 0.740000
44, 0
39, 0.760000
49, 0
44, 0.730000
50, 0
49, 0.740000
60, 0
50, 0.740000
70, 0
60, 0.730000
80, 0
70, 0.770000
90, 0
80, 0.770000
100, 0
90, 0.750000
100, 0.780000
110, 0
110, 0.790000
120, 0
120, 0.770000
130, 0.780000
140, 0.820000
150, 0.740000
160, 0.810000
170, 0.810000
180, 0.780000
190, 0.840000
200, 0.780000
240, 0.780000
280, 0.790000
300, 0.760000
310, 0.740000
320, 0.780000
330, 0.780000
340, 0.760000
350, 0.730000
360, 0.770000
370, 0.760000
380, 0.750000
390, 0.740000
400, 0.760000
410, 0.770000
420, 0.780000
430, 0.760000
440, 0.750000
450, 0.730000
460, 0.760000
470, 0.790000
480, 0.740000
490, 0.780000
500, 0.780000
550, 0.750000
600, 0.760000
650, 0.730000
700, 0.740000
750, 0.780000
800, 0.760000
850, 0.750000
900, 0.740000
950, 0.770000
1000, 0.750000
1050, 0.710000
1100, 0.740000
1150, 0.720000
1200, 0.790000
1250, 0.720000
1300, 0.720000
1350, 0.720000
1400, 0.770000
1450, 0.720000
1500, 0.770000
1550, 0.790000
1600, 0.700000
1650, 0.760000
1700, 0.770000
1750, 0.740000
1800, 0.740000
1850, 0.760000
1900, 0.760000
1950, 0.720000
2000, 0.770000
2050, 0.770000
2100, 0.710000
2150, 0.750000
2200, 0.720000
2250, 0.740000
2300, 0.730000
2350, 0.720000
2400, 0.770000
2450, 0.730000
2500, 0.690000
2550, 0.750000
2600, 0.690000
2650, 0.790000
2700, 0.810000
2750, 0.720000
2800, 0.760000
2850, 0.730000
2900, 0.820000
2950, 0.790000
3000, 0.750000
3050, 0.690000
3100, 0.700000
3150, 0.780000
3200, 0.730000
3250, 0.790000
3300, 0.760000
3350, 0.740000
3400, 0.710000
3450, 0.730000
3500, 0.730000
3550, 0.720000
3600, 0.780000
3650, 0.760000
3700, 0.690000
3750, 0.740000
3800, 0.760000
3850, 0.680000
3900, 0.710000
3950, 0.720000
4000, 0.680000
4050, 0.700000
4100, 0.680000
4150, 0.710000
4200, 0.700000
4250, 0.690000
4300, 0.750000
4350, 0.780000
4400, 0.670000
4450, 0.770000
4500, 0.680000
4550, 0.770000
4600, 0.720000
4650, 0.720000
4700, 0.700000
300, 0.730000
310, 0.770000
320, 0.800000
330, 0.820000
340, 0.770000
350, 0.760000
360, 0.750000
370, 0.760000
380, 0.800000
390, 0.790000
400, 0.770000
410, 0.800000
420, 0.750000
430, 0.820000
440, 0.760000
450, 0.810000
460, 0.740000
470, 0.750000
480, 0.750000
490, 0.780000
500, 0.780000
550, 0.730000
600, 0.790000
650, 0.730000
700, 0.720000
750, 0.770000
800, 0.750000
850, 0.770000
900, 0.720000
950, 0.750000
1000, 0.750000
1050, 0.810000
1100, 0.710000
1150, 0.740000
1200, 0.780000
1250, 0.740000
1300, 0.750000
1350, 0.730000
1400, 0.770000
1450, 0.720000
1500, 0.740000
1550, 0.800000
1600, 0.770000
1650, 0.770000
1700, 0.760000
1750, 0.780000
1800, 0.700000
1850, 0.820000
1900, 0.760000
1950, 0.790000
2000, 0.740000
2050, 0.790000
2100, 0.670000
2150, 0.790000
2200, 0.720000
2250, 0.790000
2300, 0.750000
2350, 0.800000
2400, 0.780000
2450, 0.720000
2500, 0.790000
2550, 0.740000
2600, 0.770000
2650, 0.700000
2700, 0.700000
2750, 0.760000
2800, 0.770000
2850, 0.680000
2900, 0.730000
2950, 0.740000
3000, 0.810000
3050, 0.670000
3100, 0.750000
3150, 0.730000
3200, 0.740000
3250, 0.760000
3300, 0.740000
3350, 0.740000
3400, 0.760000
3450, 0.730000
3500, 0.750000
3550, 0.720000
3600, 0.620000
3650, 0.650000
3700, 0.700000
3750, 0.730000
3800, 0.680000
3850, 0.700000
3900, 0.680000
3950, 0.740000
4000, 0.700000
4050, 0.670000
4100, 0.730000
4150, 0.730000
4200, 0.730000
4250, 0.670000
4300, 0.750000
4350, 0.750000
4400, 0.770000
4450, 0.700000
4500, 0.780000
4550, 0.710000
4600, 0.720000
4650, 0.710000
4700, 0.700000
300, 0.830000
300, 0.770000
310, 0.770000
